Date,TimeIn,GateIn,PCIn,ContactNo,NRIC,TimeOut,GateOut,PCOut,Stay
2020-08-10,13:54,B,6,98852241,G3670632X,14:42,E,7,48
2020-08-10,13:59,B,6,93095339,G7218840X,14:10,E,7,11
2020-08-10,13:59,C,1,88742033,S6373367X,15:28,E,12,89
2020-08-10,14:04,C,1,85474572,S7650793X,16:49,G,10,165
2020-08-10,14:07,B,4,91354597,S5151825X,15:42,F,9,95
2020-08-10,14:10,B,5,93070141,S3532419X,16:32,F,12,142
2020-08-10,14:14,C,4,87042592,F6315775X,15:11,G,11,57
2020-08-10,14:14,B,4,96246108,T8867449X,16:58,F,12,164
2020-08-10,14:17,A,6,98625408,S8288711X,15:11,D,12,54
2020-08-10,14:17,C,2,95720336,G9800879X,16:05,F,9,108
2020-08-10,14:22,A,5,99651956,S9523372X,18:03,G,10,221
2020-08-10,14:24,B,5,85720251,G5241963X,15:34,F,10,70
2020-08-10,14:24,C,5,85402203,G5917535X,14:32,G,12,8
2020-08-10,14:26,B,6,94526419,T9270738X,16:58,E,8,152
2020-08-10,14:27,A,3,89327798,F7627772X,17:27,E,8,180
2020-08-10,14:29,B,4,95764138,F5071758X,16:56,G,11,147
2020-08-10,14:32,A,6,98769664,T8973079X,16:32,D,8,120
2020-08-10,14:32,C,2,87431751,S2752995X,17:07,G,8,155
2020-08-10,14:37,C,3,83302727,G8882994X,15:10,F,10,33
2020-08-10,14:42,C,4,95869018,F2056160X,15:04,D,7,22
2020-08-10,14:45,A,3,92053083,S0714640X,15:09,E,9,24
2020-08-10,14:49,A,4,87398741,S5017024X,18:24,E,8,215
2020-08-10,14:53,B,3,91232606,S5111569X,15:30,G,7,37
2020-08-10,14:57,C,1,96266336,S5152481X,15:42,F,11,45
2020-08-10,14:58,C,4,96788190,S5828783X,17:53,E,11,175
2020-08-10,14:59,B,4,89891755,S5590992X,18:00,E,11,181
2020-08-10,15:03,B,5,98979661,F5855593X,15:42,F,8,39
2020-08-10,15:07,A,5,82226210,T0112178X,15:27,D,12,20
2020-08-10,15:07,C,5,86643600,S6303854X,16:01,F,7,54
2020-08-10,15:11,B,3,84141373,F5624953X,16:48,E,10,97
2020-08-10,15:15,C,2,98736424,F8927455X,16:31,F,8,76
2020-08-10,15:16,A,3,82729537,F3556062X,17:09,G,10,113
2020-08-10,15:18,B,5,86851719,S6572377X,18:38,F,7,200
2020-08-10,15:20,B,1,93660209,G6328222X,16:58,F,8,98
2020-08-10,15:20,B,2,89558913,G6643622X,17:44,D,11,144
2020-08-10,15:25,B,1,82310492,S4458707X,18:10,E,12,165
2020-08-10,15:27,B,2,96664774,F4999640X,16:04,D,10,37
2020-08-10,15:32,B,5,84200434,G7512871X,19:31,E,12,239
2020-08-10,15:37,B,4,99358945,T3255137X,16:52,E,8,75
2020-08-10,15:41,B,2,99894613,T8436891X,17:31,F,8,110
2020-08-10,15:45,A,4,99298933,G0813396X,17:43,D,10,118
2020-08-10,15:45,A,5,82296984,F0652954X,17:53,F,11,128
2020-08-10,15:49,C,5,81408397,S3914711X,16:30,F,11,41
2020-08-10,15:49,C,2,91743722,G3072685X,17:28,E,8,99
2020-08-10,15:52,C,4,86307288,S3139829X,19:09,F,11,197
2020-08-10,15:54,A,2,96811059,S1520696X,16:02,E,7,8
2020-08-10,15:55,B,4,99551006,F3480508X,16:43,D,11,48
2020-08-10,15:55,C,2,94079554,S5376075X,19:13,D,11,198
2020-08-10,15:56,C,1,91779215,S0275265X,18:16,G,12,140
2020-08-10,16:00,A,3,86884936,T7448045X,16:53,F,9,53
2020-08-10,16:05,C,6,91655255,S5931533X,19:53,G,9,228
2020-08-10,16:10,C,3,97685391,F8908910X,19:51,F,10,221
2020-08-10,16:10,C,4,82288533,S4307864X,18:10,F,12,120
2020-08-10,16:11,C,6,89698837,S9386272X,18:38,D,12,147
2020-08-10,16:15,A,2,99493781,F4165718X,19:48,E,8,213
2020-08-10,16:18,C,3,84071030,G7860766X,19:56,F,11,218
2020-08-10,16:20,B,1,89692543,G8929109X,19:51,E,7,211
2020-08-10,16:20,B,6,89285140,T3160057X,18:24,E,9,124
2020-08-10,16:24,A,6,92456116,T8997456X,20:01,G,10,217
2020-08-10,16:26,A,3,88431226,F2323478X,19:57,D,10,211
2020-08-10,16:29,B,2,94713159,G9786334X,16:43,F,9,14
2020-08-10,16:33,B,1,95924430,S4138706X,19:17,D,10,164
2020-08-10,16:38,C,2,87319260,S4390553X,17:19,E,7,41
2020-08-10,16:42,C,5,92312901,F2369240X,17:43,F,9,61
2020-08-10,16:45,C,2,88031435,T5492653X,18:37,E,11,112
2020-08-10,16:47,A,4,98821039,S4434899X,18:26,F,12,99
2020-08-10,16:51,A,2,98872463,F2403156X,18:29,G,12,98
2020-08-10,16:54,C,2,97384654,S7128948X,16:59,E,9,5
2020-08-10,16:54,B,4,85483869,F7204596X,19:59,E,9,185
2020-08-10,16:58,B,6,97759756,S6208680X,17:57,G,8,59
2020-08-10,16:59,A,5,88999411,S2361991X,18:45,G,11,106
2020-08-10,17:01,C,3,86771519,S3619924X,19:09,E,8,128
2020-08-10,17:03,B,4,94394036,S4614134X,20:19,F,8,196
2020-08-10,17:05,B,4,94996713,G6365735X,18:29,E,8,84
2020-08-10,17:05,B,5,89391444,S9899244X,20:23,F,8,198
2020-08-10,17:06,B,1,95212002,F3384188X,19:50,F,12,164
2020-08-10,17:10,A,4,98093058,F7604209X,20:12,G,12,182
2020-08-10,17:12,B,3,92097698,F6125648X,21:08,D,8,236
2020-08-10,17:15,C,6,99234808,T0436572X,17:22,D,9,7
2020-08-10,17:17,B,4,93361795,S9121126X,19:49,D,8,152
2020-08-10,17:20,B,3,97140643,S9316792X,19:40,D,9,140
2020-08-10,17:21,C,4,87739239,S4833770X,19:20,G,8,119
2020-08-10,17:26,A,4,87105618,G0321916X,20:45,F,8,199
2020-08-10,17:30,B,2,84648923,S2984462X,19:20,F,8,110
2020-08-10,17:30,C,1,82245039,G0063616X,20:36,G,9,186
2020-08-10,17:30,B,4,87179073,S4145643X,19:59,D,10,149
2020-08-10,17:33,C,4,94342011,T8118144X,18:35,D,12,62
2020-08-10,17:33,C,5,95604900,F6051790X,18:35,D,10,62
2020-08-10,17:33,B,6,88874162,F7512020X,21:22,D,7,229
2020-08-10,17:36,C,3,89805637,G2493263X,18:33,F,10,57
2020-08-10,17:36,A,5,97450751,S2869911X,20:24,E,10,168
2020-08-10,17:36,B,3,82482971,F9914294X,18:02,G,11,26
2020-08-10,17:41,B,3,92098521,T1299953X,21:15,F,7,214
2020-08-10,17:41,A,5,85584246,G5650552X,20:57,G,12,196
2020-08-10,17:43,B,1,83327220,G3126918X,19:17,G,12,94
2020-08-10,17:44,A,1,81976134,F4512526X,19:07,G,7,83
2020-08-10,17:47,B,2,91980464,F6790920X,19:02,E,8,75
2020-08-10,17:52,C,3,82903824,S3961343X,18:10,E,10,18
2020-08-10,17:55,B,4,81924290,F9513177X,20:50,G,12,175
2020-08-10,17:59,B,2,98176299,S9071582X,18:49,G,8,50
2020-08-10,18:01,A,4,93375430,T6781328X,20:54,E,7,173
2020-08-10,18:02,C,1,86337756,G6090894X,20:56,D,12,174
2020-08-10,18:05,C,5,86856589,F6321597X,21:58,F,7,233
2020-08-10,18:08,A,3,91657519,S5067888X,21:40,E,11,212
2020-08-10,18:10,A,3,91327817,S0400037X,20:49,E,8,159
2020-08-10,18:14,B,2,89392317,S5855579X,21:55,D,12,221
2020-08-10,18:15,A,3,81934050,F8653857X,21:10,E,10,175
2020-08-10,18:18,C,2,84282338,S8557796X,19:55,D,10,97
2020-08-10,18:19,A,1,89611550,F2259902X,21:03,G,11,164
2020-08-10,18:22,A,1,99451701,S0972198X,22:13,D,8,231
2020-08-10,18:25,A,1,81378022,S6930952X,21:38,D,11,193
2020-08-10,18:26,C,5,94790012,T5875988X,20:27,E,9,121
2020-08-10,18:31,B,6,94547177,S0696952X,18:43,G,11,12
2020-08-10,18:36,A,5,84485308,S1331030X,19:20,E,10,44
2020-08-10,18:38,C,5,99241063,S6838252X,20:16,F,11,98
2020-08-10,18:38,C,2,98284249,S2244653X,22:20,E,10,222
2020-08-10,18:38,C,1,85038246,S1633487X,19:19,D,10,41
2020-08-10,18:41,B,3,97793246,S1713605X,21:47,D,12,186
2020-08-10,18:46,B,2,82955330,S7756123X,21:05,D,9,139
2020-08-10,18:48,C,1,88033723,S8013632X,21:01,D,7,133
2020-08-10,18:48,B,4,83601018,G5695254X,21:17,F,8,149
2020-08-10,18:50,A,2,98797832,T5599991X,19:38,F,10,48
2020-08-10,18:52,A,1,85354973,F8447742X,19:25,D,11,33
2020-08-10,18:52,B,2,82334385,G9884891X,20:05,E,8,73
2020-08-10,18:56,A,3,94730561,T9139706X,22:17,D,10,201
2020-08-10,19:01,B,1,87286676,F3118398X,21:15,D,7,134
2020-08-10,19:05,A,5,89602020,G7466497X,20:05,G,7,60
2020-08-10,19:05,A,6,83018489,S4815203X,20:29,D,11,84
2020-08-10,19:07,C,1,85056985,T2563898X,21:05,G,12,118
2020-08-10,19:10,C,1,97649501,S8125049X,19:38,G,11,28
2020-08-10,19:10,B,1,87532483,G9705731X,20:04,D,7,54
2020-08-10,19:12,C,6,99361801,T5315920X,21:26,E,10,134
2020-08-10,19:16,A,1,99653791,F7550708X,19:30,D,9,14
2020-08-10,19:19,B,1,95507538,T2375579X,20:38,G,11,79
2020-08-10,19:19,B,1,82909007,F7421107X,20:52,E,7,93
2020-08-10,19:20,A,2,96665846,T8966547X,21:27,D,10,127
2020-08-10,19:20,C,1,91377730,F5843054X,20:12,D,7,52
2020-08-10,19:22,B,4,92854205,F2970548X,21:15,E,12,113
2020-08-10,19:25,A,5,96430314,T5978235X,21:38,F,8,133
2020-08-10,19:30,A,4,89955532,S0266014X,20:17,E,7,47
2020-08-10,19:32,A,2,83948728,G7710896X,19:45,E,11,13
2020-08-10,19:34,B,5,98669028,G0349499X,20:47,F,11,73
2020-08-10,19:35,A,6,81681981,G7686960X,21:38,D,7,123
2020-08-10,19:36,A,2,81534444,S8897892X,20:08,G,9,32
2020-08-10,19:36,C,1,99360763,T4123496X,21:48,D,9,132
2020-08-10,19:37,C,4,99451490,T1875340X,21:24,F,9,107
2020-08-10,19:42,B,4,84968516,S7386998X,19:50,G,11,8
2020-08-10,19:44,B,6,85072827,F5303790X,20:36,D,7,52
2020-08-10,19:47,A,6,82084013,S1228984X,19:53,G,12,6
2020-08-10,19:52,C,1,97746907,F8724174X,21:14,G,12,82
2020-08-10,19:55,C,3,89823702,S8703258X,21:30,F,12,95
2020-08-10,19:56,C,2,87126676,S4384975X,20:34,G,12,38
2020-08-10,19:59,C,6,82379491,F0045176X,21:05,G,8,66
2020-08-10,19:59,B,6,98951667,F6588152X,21:19,G,7,80
2020-08-10,20:01,B,3,87594294,T5009135X,21:00,F,7,59
2020-08-10,20:03,B,3,99366347,T1692460X,21:20,F,8,77
2020-08-10,20:05,A,3,83380306,G3895750X,20:18,D,9,13
2020-08-10,20:06,C,4,94827602,T8300882X,20:12,G,12,6
2020-08-10,20:07,A,6,96722393,F6800384X,21:36,G,12,89
2020-08-10,20:09,A,5,97252048,F2948723X,21:32,D,7,83
2020-08-10,20:13,A,4,86167304,F3670144X,20:24,E,11,11
2020-08-10,20:14,B,2,83962397,F2859601X,21:54,F,8,100
2020-08-10,20:14,C,2,99008358,S4285132X,21:18,F,8,64
2020-08-10,20:16,B,5,85941768,F1982512X,21:18,G,8,62
2020-08-10,20:19,B,2,88402016,S5956353X,21:34,D,12,75
2020-08-10,20:23,C,2,99629604,S2676444X,20:57,G,9,34
2020-08-10,20:25,B,2,85965778,T5719193X,20:37,G,9,12
2020-08-10,20:28,C,3,91585298,S1265493X,21:07,D,7,39
2020-08-10,20:30,A,4,98126023,S5182287X,21:54,F,9,84
2020-08-10,20:34,B,1,81795002,T0918245X,21:27,E,12,53
2020-08-10,20:34,C,1,89466576,S3394737X,21:35,G,11,61
2020-08-10,20:36,B,1,91966644,S5934829X,21:06,G,7,30
2020-08-10,20:36,B,6,96649112,S3546145X,21:15,F,12,39
2020-08-10,20:39,A,1,87898577,F6426188X,21:01,F,9,22
2020-08-10,20:42,C,2,98744840,G6520942X,21:25,D,8,43
2020-08-10,20:47,A,2,98705583,S9062825X,21:41,F,11,54
2020-08-10,20:52,B,2,85775009,T2744890X,21:07,G,7,15
2020-08-10,20:57,A,2,94800827,G5942892X,21:40,F,11,43
2020-08-10,20:57,C,1,93667198,T7672632X,21:30,F,11,33
2020-08-10,20:57,A,2,84566354,S0486453X,21:19,G,11,22
2020-08-10,20:58,A,2,95560867,G9144762X,21:01,G,11,3
2020-08-10,20:58,C,3,94328573,T9835921X,21:10,E,12,12
2020-08-10,21:01,B,3,87258830,S3776081X,21:36,E,11,35
2020-08-10,21:03,B,6,82714805,S4148741X,21:20,E,7,17
2020-08-10,21:07,B,2,83654797,F4508399X,21:35,E,11,28
2020-08-10,21:10,B,5,98297475,T1962102X,21:26,F,8,16
2020-08-10,21:14,C,3,81965709,T0918141X,21:36,G,12,22
2020-08-10,21:15,C,4,89808832,S0168603X,21:29,F,10,14
2020-08-10,21:19,B,6,94769688,T4236106X,21:34,F,12,15
2020-08-10,21:23,A,4,88309075,F9566362X,21:30,F,10,7
2020-08-10,21:26,B,6,97818245,G4809049X,21:45,G,7,19
2020-08-10,21:30,A,2,94154726,T7378239X,21:48,F,7,18
2020-08-10,21:30,B,2,98887437,G5989058X,21:38,D,8,8
2020-08-10,21:32,A,3,86494938,G9361528X,21:43,D,11,11
2020-08-10,21:36,B,3,91900634,T3524826X,21:43,D,10,7
2020-08-10,21:38,C,4,87323726,F2850352X,21:55,G,10,17
2020-08-10,21:38,B,6,86647850,F5505562X,21:44,E,10,6
2020-08-10,21:39,C,1,87955371,S2094106X,22:00,D,7,21
2020-08-10,21:39,C,4,94243255,G6589885X,21:57,G,12,18
2020-08-10,21:43,B,5,91132589,T7026285X,21:50,D,8,7
2020-08-11,10:00,A,4,88257864,S4944597X,10:20,F,7,20
2020-08-11,10:02,C,5,91149887,T5911552X,13:51,D,12,229
2020-08-11,10:06,C,5,86310579,G2183332X,13:03,F,12,177
2020-08-11,10:08,B,3,86842095,G8720554X,11:07,D,9,59
2020-08-11,10:10,B,5,94316701,T6292578X,11:52,F,12,102
2020-08-11,10:11,C,4,91989273,F8958951X,13:25,D,11,194
2020-08-11,10:12,A,2,81706462,S9963495X,12:33,E,10,141
2020-08-11,10:12,C,3,83418101,S2320128X,13:44,F,10,212
2020-08-11,10:14,B,1,86876226,F4115344X,13:45,D,11,211
2020-08-11,10:14,C,2,94503871,F7470076X,12:50,E,12,156
2020-08-11,10:14,B,4,87761765,G3628166X,12:06,G,12,112
2020-08-11,10:15,B,2,88308192,G8873099X,12:26,F,7,131
2020-08-11,10:18,B,1,89240404,S2468711X,11:28,F,11,70
2020-08-11,10:22,C,4,97304458,G8063869X,13:31,G,7,189
2020-08-11,10:22,C,1,98728828,F9553993X,12:05,G,10,103
2020-08-11,10:22,B,5,98680673,S1441155X,12:03,F,12,101
2020-08-11,10:22,A,1,99831928,F2855957X,14:18,G,11,236
2020-08-11,10:25,B,5,88888271,S8913893X,12:21,G,9,116
2020-08-11,10:30,A,3,85592438,S3146260X,12:48,D,9,138
2020-08-11,10:34,B,1,89532911,T3747814X,12:15,D,12,101
2020-08-11,10:38,A,5,97578810,F1247235X,13:01,F,9,143
2020-08-11,10:43,A,3,92839479,G6773847X,13:12,F,10,149
2020-08-11,10:44,C,5,95843429,G2498872X,11:39,E,11,55
2020-08-11,10:44,C,3,93045840,F5030910X,13:14,D,8,150
2020-08-11,10:46,B,5,89041606,G4100611X,12:48,F,9,122
2020-08-11,10:50,B,5,97579757,F2915887X,11:13,G,7,23
2020-08-11,10:54,C,6,92251629,T6515489X,13:50,F,8,176
2020-08-11,10:58,A,2,98329505,F6298303X,12:45,E,10,107
2020-08-11,11:01,C,3,95820551,G5610480X,14:27,E,10,206
2020-08-11,11:04,C,2,92142939,F1936692X,11:34,F,7,30
2020-08-11,11:08,A,6,92780016,S3896266X,14:30,E,9,202
2020-08-11,11:08,C,3,82960871,F3213874X,12:51,F,7,103
2020-08-11,11:12,A,5,82319082,G4447730X,14:46,G,11,214
2020-08-11,11:14,C,4,95799512,S1064032X,14:30,D,10,196
2020-08-11,11:17,B,2,97981796,S4194108X,13:22,F,11,125
2020-08-11,11:19,B,4,91565152,T4302000X,13:12,G,12,113
2020-08-11,11:23,C,6,84213117,G5541005X,14:26,D,12,183
2020-08-11,11:25,C,5,99267631,F3296778X,13:12,E,8,107
2020-08-11,11:29,C,5,82729179,T6471254X,13:33,F,9,124
2020-08-11,11:34,B,5,92328015,T4422177X,14:39,D,11,185
2020-08-11,11:37,A,3,88375853,S2326966X,12:56,F,11,79
2020-08-11,11:42,C,4,87143413,G6737802X,14:40,D,8,178
2020-08-11,11:44,A,3,82137759,T3073085X,14:50,D,12,186
2020-08-11,11:47,A,3,93597216,S3248129X,14:59,E,8,192
2020-08-11,11:48,B,5,82944548,T7458849X,13:27,D,8,99
2020-08-11,11:51,B,6,97020340,T8377238X,15:48,G,9,237
2020-08-11,11:52,B,3,86453850,F3930120X,15:26,D,8,214
2020-08-11,11:54,B,4,99354592,T0453609X,12:51,E,11,57
2020-08-11,11:54,B,3,82177327,S1977337X,13:16,G,7,82
2020-08-11,11:59,A,2,94798510,T0484008X,12:50,D,10,51
2020-08-11,12:00,B,1,96955358,S2294833X,14:44,E,12,164
2020-08-11,12:03,A,5,88643035,F6364641X,12:47,F,8,44
2020-08-11,12:03,B,3,92715788,F4280802X,15:25,E,8,202
2020-08-11,12:03,A,5,95158851,F7747425X,13:47,D,11,104
2020-08-11,12:06,A,5,88862686,G1203361X,15:33,G,8,207
2020-08-11,12:07,A,3,94596783,T5841601X,13:57,F,12,110
2020-08-11,12:11,C,4,84288608,S1849429X,15:53,G,10,222
2020-08-11,12:14,A,5,92740035,T1909336X,12:42,F,8,28
2020-08-11,12:19,C,6,91646294,G0330187X,16:16,D,9,237
2020-08-11,12:22,B,4,84997817,F1055899X,13:07,D,10,45
2020-08-11,12:27,B,1,82763584,S9909231X,15:18,F,11,171
2020-08-11,12:27,A,2,87964770,T1630645X,15:33,D,8,186
2020-08-11,12:28,B,4,93180351,S3680235X,15:26,E,12,178
2020-08-11,12:31,C,1,81333654,S6022257X,13:10,F,12,39
2020-08-11,12:33,A,1,83234887,T0532008X,13:48,E,12,75
2020-08-11,12:38,B,4,98730714,F9627450X,14:00,G,7,82
2020-08-11,12:38,A,5,83708755,S0412847X,16:05,D,12,207
2020-08-11,12:41,A,6,83800886,S7109073X,16:11,E,9,210
2020-08-11,12:44,A,3,99460480,F3110906X,13:41,F,8,57
2020-08-11,12:49,A,6,85606442,S1472571X,16:35,F,9,226
2020-08-11,12:51,B,1,96163764,G7869868X,13:36,D,7,45
2020-08-11,12:51,A,5,82635315,F9756708X,15:23,G,11,152
2020-08-11,12:56,B,6,96626623,F4360545X,13:24,F,11,28
2020-08-11,12:56,A,5,85099071,S8737565X,16:09,D,10,193
2020-08-11,12:56,C,4,87942504,F4030432X,13:55,F,8,59
2020-08-11,12:57,C,5,87894174,T7950679X,13:35,F,8,38
2020-08-11,12:58,A,4,81286590,G7828980X,16:29,E,7,211
2020-08-11,13:02,B,3,92373717,T4205425X,15:00,F,8,118
2020-08-11,13:07,B,5,81177349,G7620810X,13:13,D,8,6
2020-08-11,13:12,C,4,95642191,G4612609X,13:41,D,12,29
2020-08-11,13:17,A,1,95883179,S8451470X,13:45,F,10,28
2020-08-11,13:18,C,5,93558484,G8807290X,15:01,G,8,103
2020-08-11,13:22,C,1,81963873,S6866209X,16:32,D,7,190
2020-08-11,13:22,A,2,97684720,F9158943X,15:26,G,11,124
2020-08-11,13:24,A,2,98814365,T8673607X,13:27,G,9,3
2020-08-11,13:29,A,4,91658206,S7953302X,14:12,G,9,43
2020-08-11,13:33,C,5,94489629,G7073941X,16:13,G,12,160
2020-08-11,13:36,A,4,87816413,F8583411X,17:21,D,7,225
2020-08-11,13:39,C,2,99324611,F2277060X,16:09,F,11,150
2020-08-11,13:42,B,2,85824270,G4616307X,15:38,F,7,116
2020-08-11,13:44,B,5,99473574,S9651703X,14:02,D,10,18
2020-08-11,13:48,B,6,89926833,T2144016X,15:39,G,9,111
2020-08-11,13:53,B,5,99942321,G3582909X,17:30,F,7,217
2020-08-11,13:57,B,3,98710071,G3805107X,15:41,E,9,104
2020-08-11,13:59,C,3,99889366,F6734690X,15:56,G,12,117
2020-08-11,14:02,A,2,85305834,S6525749X,17:18,F,7,196
2020-08-11,14:05,B,1,81113548,F1422140X,15:19,E,7,74
2020-08-11,14:05,B,3,92503009,G7829398X,15:00,D,7,55
2020-08-11,14:07,B,6,99564158,S5839075X,14:33,F,10,26
2020-08-11,14:10,C,3,96753150,G7057729X,17:39,D,12,209
2020-08-11,14:12,A,4,92149048,S1479284X,15:02,E,8,50
2020-08-11,14:16,A,6,82283980,G0242982X,14:25,G,10,9
2020-08-11,14:21,B,3,83135329,S9010981X,14:49,G,7,28
2020-08-11,14:21,A,3,81438175,S2000043X,14:30,D,7,9
2020-08-11,14:22,C,2,86897749,F5726278X,18:06,D,7,224
2020-08-11,14:25,A,1,82532479,T8693094X,17:30,E,8,185
2020-08-11,14:27,A,2,88319535,S3016674X,15:06,G,12,39
2020-08-11,14:28,A,6,84932082,S9126528X,14:37,E,9,9
2020-08-11,14:31,B,6,95210958,T8213432X,16:55,G,9,144
2020-08-11,14:33,C,5,82266250,T8423705X,15:12,D,9,39
2020-08-11,14:34,B,2,94683063,G3511441X,16:56,D,7,142
2020-08-11,14:39,A,6,99537959,G6820325X,18:24,F,10,225
2020-08-11,14:39,A,5,93985480,G1307687X,16:32,G,12,113
2020-08-11,14:41,B,3,97859526,G3436969X,14:46,G,8,5
2020-08-11,14:42,B,4,81659445,G7879234X,17:10,G,10,148
2020-08-11,14:47,B,3,98827789,G2738023X,17:49,F,11,182
2020-08-11,14:51,A,3,96113471,S7364328X,17:48,D,11,177
2020-08-11,14:56,B,1,83988929,T5957448X,15:56,G,9,60
2020-08-11,14:56,A,6,99034442,F3557264X,16:04,G,9,68
2020-08-11,14:58,A,5,88820664,F5470104X,18:39,F,7,221
2020-08-11,14:59,C,1,99884681,F2543440X,17:04,E,12,125
2020-08-11,15:03,C,2,83677890,T9332212X,17:05,F,7,122
2020-08-11,15:05,B,1,93528278,S3639485X,16:20,G,12,75
2020-08-11,15:06,C,2,85028106,G6529398X,17:09,F,11,123
2020-08-11,15:08,B,4,87719771,G6205708X,16:03,G,10,55
2020-08-11,15:12,A,5,82943567,S8243923X,16:26,F,10,74
2020-08-11,15:13,B,4,83996473,T7538265X,16:21,G,9,68
2020-08-11,15:17,B,1,86157125,F4524358X,17:33,F,7,136
2020-08-11,15:19,A,3,93032557,G6715364X,19:11,F,9,232
2020-08-11,15:23,B,2,95251134,S4751745X,17:15,D,10,112
2020-08-11,15:26,C,6,84288033,G2946156X,16:57,F,10,91
2020-08-11,15:26,A,6,83845586,G5293294X,16:04,F,7,38
2020-08-11,15:26,B,1,84330119,G3469645X,17:05,D,12,99
2020-08-11,15:27,B,3,88811569,S5758357X,18:42,E,12,195
2020-08-11,15:29,B,2,86552360,G1684818X,19:29,G,11,240
2020-08-11,15:31,B,3,96393254,G8119080X,18:38,D,8,187
2020-08-11,15:32,B,6,94488331,S7726542X,17:43,F,7,131
2020-08-11,15:32,C,5,87678274,T7508161X,17:45,E,7,133
2020-08-11,15:34,C,5,94977212,G6068291X,17:55,F,11,141
2020-08-11,15:37,C,3,95101758,S6123590X,19:07,E,11,210
2020-08-11,15:38,C,4,83909410,T6137317X,18:46,F,7,188
2020-08-11,15:38,B,3,96305609,T9333752X,16:45,G,10,67
2020-08-11,15:42,B,4,81736292,G5396213X,16:51,E,9,69
2020-08-11,15:46,B,6,87690947,S2007363X,17:15,G,8,89
2020-08-11,15:48,A,5,94250729,G2370083X,17:59,F,10,131
2020-08-11,15:51,C,6,99268858,G5263830X,17:10,D,8,79
2020-08-11,15:52,B,5,99994720,F3159432X,18:41,F,11,169
2020-08-11,15:55,B,5,98525026,F2369865X,16:46,G,9,51
2020-08-11,15:58,A,1,99609428,G7986973X,19:12,F,12,194
2020-08-11,15:59,B,6,85863728,T0922832X,18:21,G,7,142
2020-08-11,16:02,B,5,84962846,S8617349X,17:36,E,9,94
2020-08-11,16:05,A,6,99933622,G7464103X,20:04,G,9,239
2020-08-11,16:09,B,3,95331352,F3329870X,18:10,D,8,121
2020-08-11,16:09,B,4,85482811,S7940582X,16:15,F,11,6
2020-08-11,16:09,C,2,94321416,F5586454X,16:19,E,10,10
2020-08-11,16:12,C,6,81964265,S7886727X,19:16,G,9,184
2020-08-11,16:12,B,3,99394816,S4039403X,17:13,G,9,61
2020-08-11,16:14,C,2,91590061,T9828204X,17:07,F,10,53
2020-08-11,16:16,B,2,88167433,T6373667X,18:42,G,11,146
2020-08-11,16:18,B,6,81396694,T4510236X,17:40,G,9,82
2020-08-11,16:18,C,3,98685342,T9022697X,20:09,E,7,231
2020-08-11,16:23,B,3,82084378,F6597880X,19:23,D,9,180
2020-08-11,16:28,A,5,87411548,F3938431X,17:04,E,12,36
2020-08-11,16:30,C,6,84165891,G4043570X,18:25,E,9,115
2020-08-11,16:35,C,6,95058448,S1307891X,17:12,G,9,37
2020-08-11,16:36,B,2,84525125,F1457740X,18:06,G,9,90
2020-08-11,16:40,B,6,98147213,F8152264X,18:39,D,10,119
2020-08-11,16:43,B,3,92267660,G7290744X,17:26,D,7,43
2020-08-11,16:46,A,5,96915065,S5183652X,20:07,D,11,201
2020-08-11,16:49,B,6,96631117,S0412559X,18:17,E,10,88
2020-08-11,16:54,A,6,84700137,G3038032X,18:18,D,8,84
2020-08-11,16:57,A,3,91879632,S5873567X,18:50,D,11,113
2020-08-11,17:01,C,2,82083135,T6174426X,19:51,G,8,170
2020-08-11,17:06,C,6,88526894,T4740236X,20:39,F,8,213
2020-08-11,17:09,B,6,88082149,G0352746X,20:35,F,8,206
2020-08-11,17:12,A,5,84759195,T8225133X,20:44,G,8,212
2020-08-11,17:15,A,1,91871475,T7141271X,20:56,G,10,221
2020-08-11,17:18,A,4,94215889,F1792275X,20:05,F,7,167
2020-08-11,17:22,B,4,93759425,S0047497X,20:13,G,7,171
2020-08-11,17:23,C,4,98159927,F3977158X,18:56,G,9,93
2020-08-11,17:28,B,1,91534520,G6697066X,20:06,G,12,158
2020-08-11,17:28,C,2,95548592,F0955984X,18:44,E,8,76
2020-08-11,17:28,A,2,91842115,G1395046X,19:18,F,11,110
2020-08-11,17:31,A,3,88836548,T2658276X,20:20,D,11,169
2020-08-11,17:35,C,1,93729185,F7713132X,18:17,E,10,42
2020-08-11,17:39,C,1,97288902,S2266033X,19:39,F,12,120
2020-08-11,17:40,C,1,83756257,T0795679X,21:29,D,12,229
2020-08-11,17:43,B,4,92378721,T7450053X,19:04,D,10,81
2020-08-11,17:45,A,2,83579258,G0292489X,18:50,E,7,65
2020-08-11,17:46,C,4,95778556,S5900625X,21:23,D,10,217
2020-08-11,17:51,B,5,98798949,T1750132X,21:42,G,7,231
2020-08-11,17:54,A,5,96564847,F7512873X,17:59,F,8,5
2020-08-11,17:57,B,3,82583474,F1060274X,19:00,F,10,63
2020-08-11,17:57,C,1,98019114,S4182318X,20:23,E,12,146
2020-08-11,17:59,B,5,83017145,G2754570X,18:25,G,12,26
2020-08-11,18:00,A,1,97482680,F9778518X,21:55,E,11,235
2020-08-11,18:03,C,3,91946948,T8316324X,21:10,G,11,187
2020-08-11,18:03,B,3,98084824,G3538067X,19:29,D,9,86
